Region,Key Apps,Ticket Type,Team,YearWeek,Number,State_Type,Priority,YearWeek1
APAC,Adept,SR,GD,202101,INC10144090,Created,1,202101
APAC,Adept,SR,GD,202101,INC10144191,Created,1,202101
APAC,Adept,SR,GD,202101,INC10144203,Created,1,202101
APAC,Other - APAC,SR,Local,202101,INC10144485,Created,1,202101
APAC,Other - APAC,SR,Local,202101,INC10144673,Created,1,202101
APAC,Other - APAC,Incident,GD,202101,INC10144677,Created,1,202101
APAC,Adept,SR,GD,202101,INC10144796,Created,1,202101
APAC,Other - APAC,SR,Local,202101,INC10145077,Created,1,202101
APAC,Adept,SR,GD,202101,INC10145504,Created,1,202101
APAC,Other - APAC,Incident,GD,202101,INC10145830,Created,1,202101
APAC,Adept,SER,Local,202101,INC10146590,Created,1,202101
APAC,Other - APAC,SR,Local,202101,INC10150263,Created,1,202101
APAC,Other - APAC,Incident,GD,202101,INC10150446,Created,1,202101
APAC,Other - APAC,Incident,GD,202101,INC10150514,Created,1,202101
APAC,Other - APAC,SR,GD,202101,INC10150714,Created,1,202101
APAC,Other - APAC,SR,GD,202101,INC10150871,Created,1,202101
APAC,Other - APAC,SR,Local,202101,INC10151076,Created,1,202101
APAC,Other - APAC,SR,Local,202101,INC10151151,Created,1,202101
APAC,Other - APAC,SR,Local,202101,INC10151272,Created,1,202101
APAC,Other - APAC,SR,Local,202101,INC10151277,Created,1,202101
APAC,Other - APAC,Incident,GD,202101,INC10151285,Created,1,202101
APAC,Other - APAC,Incident,GD,202101,INC10151462,Created,1,202101
APAC,Other - APAC,SR,Local,202101,INC10151488,Created,1,202101
APAC,Other - APAC,SR,Local,202101,INC10151814,Created,1,202101
APAC,Adept,SR,GD,202101,INC10151858,Created,1,202101
APAC,Adept,SR,GD,202101,INC10152758,Created,1,202101
APAC,Adept,SR,GD,202101,INC10152812,Created,1,202101
APAC,Adept,SR,GD,202101,INC10153136,Created,1,202101
APAC,Adept,SR,GD,202101,INC10157544,Created,1,202101
APAC,Adept,SR,GD,202101,INC10157554,Created,1,202101
APAC,Other - APAC,SR,GD,202101,INC10157593,Created,1,202101
APAC,Adept,SR,GD,202101,INC10157705,Created,1,202101
APAC,Other - APAC,SR,Local,202101,INC10157723,Created,1,202101
APAC,Adept,Incident,Local,202101,INC10157789,Created,1,202101
APAC,Adept,SR,GD,202101,INC10157985,Created,1,202101
APAC,Other - APAC,Incident,GD,202101,INC10159118,Created,1,202101
APAC,Adept,Incident,GD,202101,INC10159127,Created,1,202101
APAC,Other - APAC,Incident,GD,202101,INC10159142,Created,1,202101
APAC,Adept,SR,GD,202101,INC10159322,Created,1,202101
APAC,Adept,SR,GD,202101,INC10159867,Created,1,202101
APAC,Adept,SR,GD,202101,INC10163117,Created,1,202101
APAC,Other - APAC,Incident,Local,202101,INC10163371,Created,1,202101
APAC,Other - APAC,Incident,GD,202101,INC10163382,Created,1,202101
APAC,Adept,SR,Local,202101,INC10163393,Created,1,202101
APAC,Other - APAC,Incident,GD,202101,INC10163552,Created,1,202101
APAC,Adept,SR,GD,202101,INC10163618,Created,1,202101
APAC,Other - APAC,SR,Local,202101,INC10163882,Created,1,202101
APAC,Other - APAC,Incident,GD,202101,INC10164156,Created,1,202101
APAC,Adept,SR,GD,202101,INC10164304,Created,1,202101
APAC,Adept,SER,Local,202101,INC10164331,Created,1,202101
APAC,Adept,Incident,GD,202101,INC10164335,Created,1,202101
APAC,Adept,SR,GD,202101,INC10164488,Created,1,202101
APAC,Other - APAC,Incident,GD,202101,INC10165012,Created,1,202101
APAC,Adept,SR,Local,202101,INC10165662,Created,1,202101
APAC,Adept,Incident,Local,202101,INC10165865,Created,1,202101
APAC,Adept,SR,Local,202101,INC10166260,Created,1,202101
APAC,Adept,Incident,Local,202101,INC10167160,Created,1,202101
EMEA,Other - EMEA,SR,Local,202101,INC10131219,Resolved,1,202101
EMEA,Other - EMEA,SR,Local,202101,INC10131245,Resolved,1,202101
EMEA,Other - EMEA,SR,Local,202101,INC10131266,Resolved,1,202101
EMEA,Other - EMEA,SR,Local,202101,INC10131277,Resolved,1,202101
EMEA,Other - EMEA,SR,GD,202101,INC10131592,Resolved,1,202101
EMEA,Other - EMEA,SR,Local,202101,INC10132334,Resolved,1,202101
EMEA,Other - EMEA,Incident,Local,202101,INC10133171,Resolved,1,202101
EMEA,Other - EMEA,SR,GD,202101,INC10133728,Created,1,202101
EMEA,Other - EMEA,SR,GD,202101,INC10133740,Created,1,202101
EMEA,Other - EMEA,SR,GD,202101,INC10134032,Created,1,202101
EMEA,Other - EMEA,Incident,Local,202101,INC10134402,Created,1,202101
EMEA,Other - EMEA,SR,Local,202101,INC10134464,Created,1,202101
EMEA,Other - EMEA,SR,Local,202101,INC10135638,Created,1,202101
EMEA,Other - EMEA,SR,GD,202101,INC10136034,Created,1,202101
EMEA,Other - EMEA,SR,Local,202101,INC10136912,Created,1,202101
EMEA,Other - EMEA,Incident,Local,202101,INC10138014,Created,1,202101
EMEA,Other - EMEA,SR,Local,202101,INC10138137,Created,1,202101
EMEA,Other - EMEA,Incident,Local,202101,INC10139615,Created,1,202101
EMEA,Other - EMEA,SR,Local,202101,INC10145654,Created,1,202101
EMEA,Other - EMEA,SR,Local,202101,INC10158720,Created,1,202101
EMEA,Other - EMEA,SR,Local,202101,INC10158727,Created,1,202101
EMEA,Other - EMEA,SR,Local,202101,INC10159051,Created,1,202101
EMEA,Other - EMEA,SR,Local,202101,INC10159120,Created,1,202101
EMEA,Other - EMEA,SR,Local,202101,INC10159260,Created,1,202101
EMEA,Other - EMEA,Incident,Local,202101,INC10159790,Created,1,202101
EMEA,Other - EMEA,SR,Local,202101,INC10159847,Created,1,202101
EMEA,Other - EMEA,SR,Local,202101,INC10160271,Created,1,202101
EMEA,Other - EMEA,SR,Local,202101,INC10160653,Created,1,202101
EMEA,Other - EMEA,SR,Local,202101,INC10160720,Created,1,202101
EMEA,Other - EMEA,SR,Local,202101,INC10160824,Created,1,202101
EMEA,Other - EMEA,SR,Local,202101,INC10160949,Created,1,202101
EMEA,Other - EMEA,SR,Local,202101,INC10161628,Created,1,202101
EMEA,Other - EMEA,SR,Local,202101,INC10162449,Created,1,202101
EMEA,Other - EMEA,SR,Local,202101,INC10162676,Created,1,202101
EMEA,Other - EMEA,SR,Local,202101,INC10162733,Created,1,202101
EMEA,Other - EMEA,SR,Local,202101,INC10162754,Created,1,202101
EMEA,Other - EMEA,SR,Local,202101,INC10162844,Created,1,202101
EMEA,Other - EMEA,SR,Local,202101,INC10162922,Created,1,202101
EMEA,Other - EMEA,SR,Local,202101,INC10163191,Created,1,202101
EMEA,Other - EMEA,SR,Local,202101,INC10163303,Created,1,202101
EMEA,Other - EMEA,SR,Local,202101,INC10165419,Created,1,202101
EMEA,Other - EMEA,SR,Local,202101,INC10166708,Created,1,202101
EMEA,Other - EMEA,SR,Local,202101,INC10166781,Created,1,202101
EMEA,Other - EMEA,SR,Local,202101,INC10167126,Created,1,202101
EMEA,Other - EMEA,SR,Local,202101,INC10167203,Created,1,202101
EMEA,Other - EMEA,SR,Local,202101,INC10167927,Created,1,202101
EMEA,Other - EMEA,SR,Local,202101,INC10168037,Created,1,202101
EMEA,Other - EMEA,SR,Local,202101,INC10168082,Created,1,202101
EMEA,Other - EMEA,SR,Local,202101,INC10168111,Created,1,202101
Global - EMEA,Maconomy - EMEA,Incident,GD,202101,INC10131279,Resolved,1,202101
Global - EMEA,Maconomy - EMEA,Incident,GD,202101,INC10131581,Resolved,1,202101
Global - EMEA,Maconomy - NA,SR,GD,202101,INC10133086,Resolved,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10134093,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10134714,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10134952,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10135465,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10135691,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10135710,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10135946,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10136005,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10136010,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10136019,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10136022,Created,1,202101
Global - EMEA,Maconomy - EMEA,SER,Local,202101,INC10136031,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10136033,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,Local,202101,INC10136058,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10136148,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10136158,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,Local,202101,INC10136165,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10136183,Created,1,202101
Global - EMEA,Maconomy - EMEA,Incident,GD,202101,INC10136205,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10136251,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10136302,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10136362,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10136516,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10136522,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10136583,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10136596,Created,1,202101
Global - EMEA,Maconomy - EMEA,Incident,GD,202101,INC10136760,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10136773,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10137013,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10137227,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10137374,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10137654,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10137728,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10137770,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10137836,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10137985,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10137987,Created,1,202101
Global - EMEA,Maconomy - EMEA,Incident,GD,202101,INC10138117,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10138192,Created,1,202101
Global - EMEA,Maconomy - EMEA,Incident,GD,202101,INC10138193,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10138255,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10138265,Created,1,202101
Global - EMEA,Maconomy - EMEA,SER,GD,202101,INC10138274,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10138295,Created,1,202101
Global - EMEA,Maconomy - EMEA,SER,GD,202101,INC10138343,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10138499,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,Local,202101,INC10138514,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10138585,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10138663,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10138717,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10138754,Created,1,202101
Global - EMEA,Maconomy - EMEA,Incident,GD,202101,INC10138785,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10138829,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10138843,Created,1,202101
Global - EMEA,HR.net (Talent Tree),SR,Local,202101,INC10138918,Created,1,202101
Global - EMEA,HR.net (Talent Tree),SER,Local,202101,INC10139215,Created,1,202101
Global - EMEA,Maconomy - EMEA,Incident,GD,202101,INC10139341,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,Local,202101,INC10139514,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10139527,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10139585,Created,1,202101
Global - EMEA,Maconomy - EMEA,Incident,GD,202101,INC10139605,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10140057,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10140186,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10140197,Created,1,202101
Global - EMEA,Maconomy - EMEA,Incident,GD,202101,INC10140326,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10140345,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10140563,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10140612,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10140725,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10140868,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10140915,Created,1,202101
Global - EMEA,Maconomy - EMEA,Incident,GD,202101,INC10141309,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10141324,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10141394,Created,1,202101
Global - EMEA,Maconomy - EMEA,Incident,GD,202101,INC10141511,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10141765,Created,1,202101
Global - EMEA,Maconomy - EMEA,Incident,GD,202101,INC10141873,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10143431,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10143470,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10144212,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10144568,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10145194,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10145229,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10145331,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10145609,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10145636,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10145815,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10145879,Created,1,202101
Global - EMEA,HR.net (Talent Tree),SR,GD,202101,INC10145913,Created,1,202101
Global - EMEA,HR.net (Talent Tree),SR,Local,202101,INC10145999,Created,1,202101
Global - EMEA,HR.net (Talent Tree),SR,GD,202101,INC10146057,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10146067,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10146361,Created,1,202101
Global - EMEA,Maconomy - EMEA,Incident,GD,202101,INC10146381,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10146386,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10146402,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10146423,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10146482,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10146486,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10146532,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10146619,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10147137,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,Local,202101,INC10147180,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10147234,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10147246,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10147479,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10147690,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10148059,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10148118,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10148341,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10148465,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10148503,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10148775,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10148786,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10148791,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10148803,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10148811,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10148816,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10148823,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10148827,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10148828,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10148833,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10148838,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10148843,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10148850,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10148857,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10148871,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10148876,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10148883,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10148892,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10148908,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10148914,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10148920,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10148927,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10148937,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10148943,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10148949,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10148952,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10148957,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10148967,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10148973,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10148979,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10148986,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10148990,Created,1,202101
Global - EMEA,Maconomy - EMEA,Incident,GD,202101,INC10149142,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10149232,Created,1,202101
Global - EMEA,HR.net (Talent Tree),SR,Local,202101,INC10149247,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10149360,Created,1,202101
Global - EMEA,Maconomy - EMEA,SER,Local,202101,INC10149403,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10149474,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10149520,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10149674,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10149721,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10150099,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10150282,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10150727,Created,1,202101
Global - EMEA,HR.net (Talent Tree),SR,GD,202101,INC10151103,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10151313,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10152026,Created,1,202101
Global - EMEA,HR.net (Talent Tree),SR,Local,202101,INC10152054,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10152359,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10152677,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10152888,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10152998,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10153010,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10153013,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10153220,Created,1,202101
Global - EMEA,Maconomy - EMEA,SER,GD,202101,INC10153530,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10153871,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10153907,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10154134,Created,1,202101
Global - EMEA,Maconomy - EMEA,Incident,GD,202101,INC10154164,Created,1,202101
Global - EMEA,Maconomy - NA,SR,GD,202101,INC10154254,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10154289,Created,1,202101
Global - EMEA,HR.net (Talent Tree),SR,Local,202101,INC10154369,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10154441,Created,1,202101
Global - EMEA,HR.net (Talent Tree),SR,Local,202101,INC10154700,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10154746,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,Local,202101,INC10154770,Created,1,202101
Global - EMEA,Maconomy - EMEA,Incident,GD,202101,INC10154834,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,Local,202101,INC10155261,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10155425,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10155559,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10155570,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10155701,Created,1,202101
Global - EMEA,Maconomy - NA,SER,GD,202101,INC10155772,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10155775,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10155801,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10156128,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10156399,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10157113,Created,1,202101
Global - EMEA,Maconomy - NA,SER,GD,202101,INC10157462,Created,1,202101
Global - EMEA,HR.net (Talent Tree),SR,GD,202101,INC10157972,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10157979,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,Local,202101,INC10158788,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,Local,202101,INC10158891,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10159162,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10159176,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10159311,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10159352,Created,1,202101
Global - EMEA,HR.net (Talent Tree),SR,Local,202101,INC10159370,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10159544,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10159707,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10159724,Created,1,202101
Global - EMEA,Maconomy - EMEA,Incident,GD,202101,INC10159731,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10159751,Created,1,202101
Global - EMEA,Maconomy - EMEA,SR,GD,202101,INC10159785,Created,1,202101
